surface,D,dynamics,condition,seed,recon,tangent,E_mu,E_Sigma,sigma_min_p5,sigma_min_median,stage2_loss,stage3_loss,E_drift,E_b,E_Lambda
paraboloid,201,mb,ATLAS,42,3.2059210051425653e-06,0.0010464119259268045,0.5112642645835876,0.0002540704153943807,,,0.19989743828773499,1.6741549188736826e-05,,0.5112642645835876,0.0007704467861913145
paraboloid,201,mb,baseline,42,2.515565694323671e-07,0.0018169801915064454,0.005691232159733772,0.0004908983246423304,1.1560994386672974,1.2361921072006226,3.1616752624228995e-05,4.018153733552156e-08,0.012344873510301113,0.039643675088882446,0.0006443834281526506
paraboloid,201,mb,T,42,5.8282112783233434e-08,1.932898157974705e-05,0.0001483577798353508,5.524338121176697e-06,0.9675465226173401,1.0099356174468994,3.639876740635373e-05,5.756877712632352e-10,0.01590660959482193,0.02357584610581398,1.0914072845480405e-05
paraboloid,201,mb,F,42,0.0020964591953884903,1.9999823570251465,10.814018249511719,0.4262450039386749,1.0808950662612915,1.0809003114700317,0.00045654677744875826,1.1412432546161913e-05,0.002640543505549431,10.816523551940918,0.42624497413635254
paraboloid,201,mb,C,42,0.002096461715982921,1.9993226528167725,10.810953140258789,0.42624497413635254,0.05911039933562279,0.05911039933562279,2.3325796279624214e-11,1.1412433325728801e-05,2.1089616164537972e-11,10.81403636932373,0.4262450933456421
paraboloid,201,mb,T+F,42,1.0418409318894852e-07,0.0006363544380292296,0.003333691041916609,0.00020932985353283584,1.2238566875457764,1.2848972082138062,4.371201794128865e-05,1.0498739909183184e-08,0.016002140939235687,0.02238299697637558,0.0002323475491721183
paraboloid,201,mb,ATLAS,1042,3.3813085064143684e-06,0.0011066481238231063,0.4792092740535736,0.00024794129421934485,,,0.10699004679918289,1.6830523236421868e-05,,0.4792092740535736,0.0008674712153151631
paraboloid,201,mb,baseline,1042,2.073639775313604e-07,0.0017845206893980503,0.005659074522554874,0.00033339514629915357,1.0921745300292969,1.1639224290847778,8.137159446570357e-05,4.576639790952543e-08,0.023211628198623657,0.04559760540723801,0.0008284466457553208
paraboloid,201,mb,T,1042,8.615006211118782e-08,1.548189902678132e-05,0.00014130104682408273,5.127549229655415e-06,0.8885208368301392,0.9449873566627502,2.419445198548991e-05,4.614963014911869e-10,0.008370959199965,0.01572396233677864,9.929850421031006e-06
paraboloid,201,mb,F,1042,0.00211500632229136,1.9999865293502808,12.032371520996094,0.4289087951183319,1.0886410474777222,1.0886420011520386,0.00042891631320734244,1.1200160380602548e-05,0.0022751223295927048,12.0352144241333,0.4289087951183319
